case_folding,tokenized_text
driver begajulan mungkin lagi apes aja kali ya,"['driver', 'begajulan', 'mungkin', 'lagi', 'apes', 'aja', 'kali', 'ya']"
banyak order fiktif tp gaada tindak lanjut payahh,"['banyak', 'order', 'fiktif', 'tp', 'gaada', 'tindak', 'lanjut', 'payahh']"
saran si ga work it naik transportasi ini banyak driver nakal argo sama di driver beda tanpa konfirmasi cs mending kalau driver yg di suruh nunggu lah saya nunggu lama driver tiba tiba argo ga sesuai sama yg di pesan aneh merugikan pelanggan ga akan maju nih aplikasi kalau nyatanya di lapangan masih banyak driver nakal padahal saya sering kasih tip buat driver cuma kalau sering nakal mah jd kapok pake sebelah aja skrng lebih akurat,"['saran', 'si', 'ga', 'work', 'it', 'naik', 'transportasi', 'ini', 'banyak', 'driver', 'nakal', 'argo', 'sama', 'di', 'driver', 'beda', 'tanpa', 'konfirmasi', 'cs', 'mending', 'kalau', 'driver', 'yg', 'di', 'suruh', 'nunggu', 'lah', 'saya', 'nunggu', 'lama', 'driver', 'tiba', 'tiba', 'argo', 'ga', 'sesuai', 'sama', 'yg', 'di', 'pesan', 'aneh', 'merugikan', 'pelanggan', 'ga', 'akan', 'maju', 'nih', 'aplikasi', 'kalau', 'nyatanya', 'di', 'lapangan', 'masih', 'banyak', 'driver', 'nakal', 'padahal', 'saya', 'sering', 'kasih', 'tip', 'buat', 'driver', 'cuma', 'kalau', 'sering', 'nakal', 'mah', 'jd', 'kapok', 'pake', 'sebelah', 'aja', 'skrng', 'lebih', 'akurat']"
ok,['ok']
tidak pernah tepat waktubahkan jarang ada yang mau ambil orderan walopun tempat strategis,"['tidak', 'pernah', 'tepat', 'waktubahkan', 'jarang', 'ada', 'yang', 'mau', 'ambil', 'orderan', 'walopun', 'tempat', 'strategis']"
apk sampah anak aku dimaki driver cuma karena masalah titik penjemput padahal titik penjemputan sudah sesuai dan biasa order lebih tegas lagi ke driver training ulang jika perlu minimal bisa pake apk maps jadi customer ga jadi korban driver kalian,"['apk', 'sampah', 'anak', 'aku', 'dimaki', 'driver', 'cuma', 'karena', 'masalah', 'titik', 'penjemput', 'padahal', 'titik', 'penjemputan', 'sudah', 'sesuai', 'dan', 'biasa', 'order', 'lebih', 'tegas', 'lagi', 'ke', 'driver', 'training', 'ulang', 'jika', 'perlu', 'minimal', 'bisa', 'pake', 'apk', 'maps', 'jadi', 'customer', 'ga', 'jadi', 'korban', 'driver', 'kalian']"
untuk pemesanan makanan drivernya susah di cari,"['untuk', 'pemesanan', 'makanan', 'drivernya', 'susah', 'di', 'cari']"
sangat baik,"['sangat', 'baik']"
top up wallet tapi gk masuk parah nyusahin orang aja pas lagi gk ada cash plus ini kaya scam aja,"['top', 'up', 'wallet', 'tapi', 'gk', 'masuk', 'parah', 'nyusahin', 'orang', 'aja', 'pas', 'lagi', 'gk', 'ada', 'cash', 'plus', 'ini', 'kaya', 'scam', 'aja']"
sangat membantu,"['sangat', 'membantu']"
apk ga jelas ga danta aneh apk kocak masa iya ga bisa batalin orderan food,"['apk', 'ga', 'jelas', 'ga', 'danta', 'aneh', 'apk', 'kocak', 'masa', 'iya', 'ga', 'bisa', 'batalin', 'orderan', 'food']"
nyaman,['nyaman']
intergritas dan tanggung jawab diragukan barang yg dikirim berantakan minta ongkir double di pengirim dan di penerima barang bagi pemakai maxim agar hati memakai driver ini,"['intergritas', 'dan', 'tanggung', 'jawab', 'diragukan', 'barang', 'yg', 'dikirim', 'berantakan', 'minta', 'ongkir', 'double', 'di', 'pengirim', 'dan', 'di', 'penerima', 'barang', 'bagi', 'pemakai', 'maxim', 'agar', 'hati', 'memakai', 'driver', 'ini']"
mnt tlng untuk smua driver bekerja lah yg iklas jk memang ws rzky ga ush mnt dwt lbhqita para penumpang risi dgn tingkah para ojol yg ky gtsy aj tiap x ngojek ga prnh d ksh kmbalian sy sll diam tp klo mnt lbh mhn mf sy kcwbkn pelit tp krj tu profesional yg ksh hrg bkn sytp knp tiap x ngajak ank sll mnt dwt lbhqita sm butuh jd mnt tlng krj sm nymatur suwun,"['mnt', 'tlng', 'untuk', 'smua', 'driver', 'bekerja', 'lah', 'yg', 'iklas', 'jk', 'memang', 'ws', 'rzky', 'ga', 'ush', 'mnt', 'dwt', 'lbhqita', 'para', 'penumpang', 'risi', 'dgn', 'tingkah', 'para', 'ojol', 'yg', 'ky', 'gtsy', 'aj', 'tiap', 'x', 'ngojek', 'ga', 'prnh', 'd', 'ksh', 'kmbalian', 'sy', 'sll', 'diam', 'tp', 'klo', 'mnt', 'lbh', 'mhn', 'mf', 'sy', 'kcwbkn', 'pelit', 'tp', 'krj', 'tu', 'profesional', 'yg', 'ksh', 'hrg', 'bkn', 'sytp', 'knp', 'tiap', 'x', 'ngajak', 'ank', 'sll', 'mnt', 'dwt', 'lbhqita', 'sm', 'butuh', 'jd', 'mnt', 'tlng', 'krj', 'sm', 'nymatur', 'suwun']"
saya kasih bintang dulu soalnya tiap order driver nya rekuwes selalu minta tambahan ongkos hampir kali lipat tolong ditindak driver yang suka begitu bila perlu di suspend makaasih kalo udah ada tindak lanjut baru saya kasih bintang,"['saya', 'kasih', 'bintang', 'dulu', 'soalnya', 'tiap', 'order', 'driver', 'nya', 'rekuwes', 'selalu', 'minta', 'tambahan', 'ongkos', 'hampir', 'kali', 'lipat', 'tolong', 'ditindak', 'driver', 'yang', 'suka', 'begitu', 'bila', 'perlu', 'di', 'suspend', 'makaasih', 'kalo', 'udah', 'ada', 'tindak', 'lanjut', 'baru', 'saya', 'kasih', 'bintang']"
tolong update biar tidak ada orderan fiktif customer harus menghidupkan lokasikarna banyak driver yang mengeluh dengan customer yang tidak bertanggung jawan,"['tolong', 'update', 'biar', 'tidak', 'ada', 'orderan', 'fiktif', 'customer', 'harus', 'menghidupkan', 'lokasikarna', 'banyak', 'driver', 'yang', 'mengeluh', 'dengan', 'customer', 'yang', 'tidak', 'bertanggung', 'jawan']"
payah dlam gpsmap klik nama jalan mlah katanya gk terdaftar beda sama gojek kecewa,"['payah', 'dlam', 'gpsmap', 'klik', 'nama', 'jalan', 'mlah', 'katanya', 'gk', 'terdaftar', 'beda', 'sama', 'gojek', 'kecewa']"
saya ngisi saldo sampai menit ini gk masuk,"['saya', 'ngisi', 'saldo', 'sampai', 'menit', 'ini', 'gk', 'masuk']"
merespon calon pelanggansusah a gagal,"['merespon', 'calon', 'pelanggansusah', 'a', 'gagal']"
driver aneh smua,"['driver', 'aneh', 'smua']"
susah amat sihh nentuin alamatnyamapsnya susah kebaca,"['susah', 'amat', 'sihh', 'nentuin', 'alamatnyamapsnya', 'susah', 'kebaca']"
tolol gaguna,"['tolol', 'gaguna']"
titik nya selalu ga sesuai jadi males pake nya saya,"['titik', 'nya', 'selalu', 'ga', 'sesuai', 'jadi', 'males', 'pake', 'nya', 'saya']"
pesan maxim gk ada pengemudi dan di batalkan tetapi bisa dy ambil barang kita dan antar ke alamat tujuan dan minta ongkir lebih dari yg ada di app maxim hati buat teman yang mau pakai maxim,"['pesan', 'maxim', 'gk', 'ada', 'pengemudi', 'dan', 'di', 'batalkan', 'tetapi', 'bisa', 'dy', 'ambil', 'barang', 'kita', 'dan', 'antar', 'ke', 'alamat', 'tujuan', 'dan', 'minta', 'ongkir', 'lebih', 'dari', 'yg', 'ada', 'di', 'app', 'maxim', 'hati', 'buat', 'teman', 'yang', 'mau', 'pakai', 'maxim']"
tolong buat pihak maxim di tingkat kan lagi driver nya kasar dan tidak sopan driver beda di aplikasi yg dtg malah driver gojek dan kasar seenak nya saja,"['tolong', 'buat', 'pihak', 'maxim', 'di', 'tingkat', 'kan', 'lagi', 'driver', 'nya', 'kasar', 'dan', 'tidak', 'sopan', 'driver', 'beda', 'di', 'aplikasi', 'yg', 'dtg', 'malah', 'driver', 'gojek', 'dan', 'kasar', 'seenak', 'nya', 'saja']"
aplikasi sudah di downloadtapi tidak bisa logingimana ini,"['aplikasi', 'sudah', 'di', 'downloadtapi', 'tidak', 'bisa', 'logingimana', 'ini']"
permudah nitikinnya dong woy nyari titik antar aja susah banget,"['permudah', 'nitikinnya', 'dong', 'woy', 'nyari', 'titik', 'antar', 'aja', 'susah', 'banget']"
mantapyg bawa mobil ramahx orngx,"['mantapyg', 'bawa', 'mobil', 'ramahx', 'orngx']"
maps belum akurat jadi cs susah buat titik penjemputan harap di perbaiki maaps nya kok susah buat titik jemput nya gmn ni tolong dong perbaikilah,"['maps', 'belum', 'akurat', 'jadi', 'cs', 'susah', 'buat', 'titik', 'penjemputan', 'harap', 'di', 'perbaiki', 'maaps', 'nya', 'kok', 'susah', 'buat', 'titik', 'jemput', 'nya', 'gmn', 'ni', 'tolong', 'dong', 'perbaikilah']"
parah hampir jam nunggu gak ada satupun yg ambil orderankayak ngemis bangetyaudah pindah ke grab aja,"['parah', 'hampir', 'jam', 'nunggu', 'gak', 'ada', 'satupun', 'yg', 'ambil', 'orderankayak', 'ngemis', 'bangetyaudah', 'pindah', 'ke', 'grab', 'aja']"
ini gimana saya minta verifikasi gak masuk via sms sama via telpon juga gak masuk gimana sih niat gak bikin apk gimana mau rame ini apk kalo begini,"['ini', 'gimana', 'saya', 'minta', 'verifikasi', 'gak', 'masuk', 'via', 'sms', 'sama', 'via', 'telpon', 'juga', 'gak', 'masuk', 'gimana', 'sih', 'niat', 'gak', 'bikin', 'apk', 'gimana', 'mau', 'rame', 'ini', 'apk', 'kalo', 'begini']"
argoneee ra masukk pendapat eee menyekik driver,"['argoneee', 'ra', 'masukk', 'pendapat', 'eee', 'menyekik', 'driver']"
tolong perbaiki para team maxim jika lagi nganter konsumen tolong jaga omongan nyadan satu lagi ga usah byak tanya ke konsumen,"['tolong', 'perbaiki', 'para', 'team', 'maxim', 'jika', 'lagi', 'nganter', 'konsumen', 'tolong', 'jaga', 'omongan', 'nyadan', 'satu', 'lagi', 'ga', 'usah', 'byak', 'tanya', 'ke', 'konsumen']"
kenapa harus join sama kasprokaspronya sering eror biaya topup mahal biaya lainnya jg mahal mahaltopup malah sering gak masukakun tiba tiba terkuncikenapa harus kaspro bikin ribet aja,"['kenapa', 'harus', 'join', 'sama', 'kasprokaspronya', 'sering', 'eror', 'biaya', 'topup', 'mahal', 'biaya', 'lainnya', 'jg', 'mahal', 'mahaltopup', 'malah', 'sering', 'gak', 'masukakun', 'tiba', 'tiba', 'terkuncikenapa', 'harus', 'kaspro', 'bikin', 'ribet', 'aja']"
aplikasi ini tdk bisa di gunakan buruk ketika kita membatalkan pesanan karena ad keperluan tiba dan sdh di infokan ke driver di mna driver juga belum sampai di tmpat tujuan driver ngamuk sya malah di blokir dan tidak bisa untuk login atau menerima kode verifikasi apapun dan tanpa ada pemberitahuan atau konfirmasi kebenarannya aplikasi buruk admin dan drivernya juga berkelakuan buruk,"['aplikasi', 'ini', 'tdk', 'bisa', 'di', 'gunakan', 'buruk', 'ketika', 'kita', 'membatalkan', 'pesanan', 'karena', 'ad', 'keperluan', 'tiba', 'dan', 'sdh', 'di', 'infokan', 'ke', 'driver', 'di', 'mna', 'driver', 'juga', 'belum', 'sampai', 'di', 'tmpat', 'tujuan', 'driver', 'ngamuk', 'sya', 'malah', 'di', 'blokir', 'dan', 'tidak', 'bisa', 'untuk', 'login', 'atau', 'menerima', 'kode', 'verifikasi', 'apapun', 'dan', 'tanpa', 'ada', 'pemberitahuan', 'atau', 'konfirmasi', 'kebenarannya', 'aplikasi', 'buruk', 'admin', 'dan', 'drivernya', 'juga', 'berkelakuan', 'buruk']"
maxim tidak bagus menurut saya kalau order makan banyak yang gk mau datang driver nya,"['maxim', 'tidak', 'bagus', 'menurut', 'saya', 'kalau', 'order', 'makan', 'banyak', 'yang', 'gk', 'mau', 'datang', 'driver', 'nya']"
aplikasi bosok,"['aplikasi', 'bosok']"
orderan gak pernah sukses hedeh,"['orderan', 'gak', 'pernah', 'sukses', 'hedeh']"
hallo maxim saya daritadi tidak dpt kode verifikasi nya gmna ini,"['hallo', 'maxim', 'saya', 'daritadi', 'tidak', 'dpt', 'kode', 'verifikasi', 'nya', 'gmna', 'ini']"
kalau tujuan tidak ditemukan di maps mending di cancel pengalaman saya order tapi alamat tujuan tidak terdeteksi akhirnya bayar pas sampai tujuan tarifnya selisih banyak dengan aplikasi sebelah saran mending cancel kalau alamat tujuan tidak bisa dideteksi karena nanti mahal tarifnya,"['kalau', 'tujuan', 'tidak', 'ditemukan', 'di', 'maps', 'mending', 'di', 'cancel', 'pengalaman', 'saya', 'order', 'tapi', 'alamat', 'tujuan', 'tidak', 'terdeteksi', 'akhirnya', 'bayar', 'pas', 'sampai', 'tujuan', 'tarifnya', 'selisih', 'banyak', 'dengan', 'aplikasi', 'sebelah', 'saran', 'mending', 'cancel', 'kalau', 'alamat', 'tujuan', 'tidak', 'bisa', 'dideteksi', 'karena', 'nanti', 'mahal', 'tarifnya']"
kadang susah buat cari titik pickup,"['kadang', 'susah', 'buat', 'cari', 'titik', 'pickup']"
elek masa aku ngisi ewallet segini malah kepotong segitu,"['elek', 'masa', 'aku', 'ngisi', 'ewallet', 'segini', 'malah', 'kepotong', 'segitu']"
gak asik orang yang maksa banget suruh buat download apk maxik mana focer nya cuma bisa di pake buat transportasi doang,"['gak', 'asik', 'orang', 'yang', 'maksa', 'banget', 'suruh', 'buat', 'download', 'apk', 'maxik', 'mana', 'focer', 'nya', 'cuma', 'bisa', 'di', 'pake', 'buat', 'transportasi', 'doang']"
penipu di smp ymik,"['penipu', 'di', 'smp', 'ymik']"
kenapa ya order lama banget kek asu,"['kenapa', 'ya', 'order', 'lama', 'banget', 'kek', 'asu']"
susah jarak km ga ketemu maximal jarak berapa bos,"['susah', 'jarak', 'km', 'ga', 'ketemu', 'maximal', 'jarak', 'berapa', 'bos']"
login ya susah amat,"['login', 'ya', 'susah', 'amat']"
maxim sangat jelek untuk segi keamanan di daerah saya sukabumi bnyak kasus delive barang tidak sampai dan dimaling driver pihak maxim tidak ada tanggung jawabnya mnding pake gojek grab aja yg lebih jelas dan aman ini aplikasi abal mana driver sma yg d aplikasi selalu berbeda dan plat no motor beda,"['maxim', 'sangat', 'jelek', 'untuk', 'segi', 'keamanan', 'di', 'daerah', 'saya', 'sukabumi', 'bnyak', 'kasus', 'delive', 'barang', 'tidak', 'sampai', 'dan', 'dimaling', 'driver', 'pihak', 'maxim', 'tidak', 'ada', 'tanggung', 'jawabnya', 'mnding', 'pake', 'gojek', 'grab', 'aja', 'yg', 'lebih', 'jelas', 'dan', 'aman', 'ini', 'aplikasi', 'abal', 'mana', 'driver', 'sma', 'yg', 'd', 'aplikasi', 'selalu', 'berbeda', 'dan', 'plat', 'no', 'motor', 'beda']"
awokawok diskon taunya,"['awokawok', 'diskon', 'taunya']"
tolong maps nya diperbaiki pasang titik penjemputan eh di maps titiknya malah jadi jauh banget,"['tolong', 'maps', 'nya', 'diperbaiki', 'pasang', 'titik', 'penjemputan', 'eh', 'di', 'maps', 'titiknya', 'malah', 'jadi', 'jauh', 'banget']"
susah di gunakan,"['susah', 'di', 'gunakan']"
resiko orderan fiktif nya banyak dikarenakan tidak tercantum foto costumer maupun no hp costumernya jadi mudah untuk bikin orderan fiktif,"['resiko', 'orderan', 'fiktif', 'nya', 'banyak', 'dikarenakan', 'tidak', 'tercantum', 'foto', 'costumer', 'maupun', 'no', 'hp', 'costumernya', 'jadi', 'mudah', 'untuk', 'bikin', 'orderan', 'fiktif']"
aplikasinya sih murah ongkirnya kalau buat anak kos laper tengah malam duit lg paspasanmau keluar gada kendaraan siap aja tahan laper sampai besok mustahil bisa order makanan kl lo ordernya sedikit manja sekali kurirnya mau aplikasi ijo duit ngepres mau keluar gada motor giliran ada aplikasi murah beeehhhhampun dah,"['aplikasinya', 'sih', 'murah', 'ongkirnya', 'kalau', 'buat', 'anak', 'kos', 'laper', 'tengah', 'malam', 'duit', 'lg', 'paspasanmau', 'keluar', 'gada', 'kendaraan', 'siap', 'aja', 'tahan', 'laper', 'sampai', 'besok', 'mustahil', 'bisa', 'order', 'makanan', 'kl', 'lo', 'ordernya', 'sedikit', 'manja', 'sekali', 'kurirnya', 'mau', 'aplikasi', 'ijo', 'duit', 'ngepres', 'mau', 'keluar', 'gada', 'motor', 'giliran', 'ada', 'aplikasi', 'murah', 'beeehhhhampun', 'dah']"
aplikasi buruk,"['aplikasi', 'buruk']"
kalo saat ujan orderan tidak ada yang mau ambil sebelum pelanggan menggunakan percepat agar biaya bertambah licik,"['kalo', 'saat', 'ujan', 'orderan', 'tidak', 'ada', 'yang', 'mau', 'ambil', 'sebelum', 'pelanggan', 'menggunakan', 'percepat', 'agar', 'biaya', 'bertambah', 'licik']"
klo mau ke lok tujuan milih lewat map tuh ga bisa di klik lokasi nya,"['klo', 'mau', 'ke', 'lok', 'tujuan', 'milih', 'lewat', 'map', 'tuh', 'ga', 'bisa', 'di', 'klik', 'lokasi', 'nya']"
aplikasi nya sangat jelek maxim mobil k jagan coba download,"['aplikasi', 'nya', 'sangat', 'jelek', 'maxim', 'mobil', 'k', 'jagan', 'coba', 'download']"
bagus,['bagus']
aplikasi brengsek saldo di kaspro gak bisa dipakek,"['aplikasi', 'brengsek', 'saldo', 'di', 'kaspro', 'gak', 'bisa', 'dipakek']"
driver nya pada bnyak gaya kali broo kalo mau ongkos besar jgn bawak ojol bawak trevel jancokk ni mentang ongkos kecil nggk ada yg mau nerima orderan kasih peringatan tuh driver yg kyk bgt admin,"['driver', 'nya', 'pada', 'bnyak', 'gaya', 'kali', 'broo', 'kalo', 'mau', 'ongkos', 'besar', 'jgn', 'bawak', 'ojol', 'bawak', 'trevel', 'jancokk', 'ni', 'mentang', 'ongkos', 'kecil', 'nggk', 'ada', 'yg', 'mau', 'nerima', 'orderan', 'kasih', 'peringatan', 'tuh', 'driver', 'yg', 'kyk', 'bgt', 'admin']"
driver kebanyakan sok nolak orderan terutama drivel mobil kalo antar jemputnya dekat kalo untuk delivery food kalo udah mencapai k kebanyakan mintak batalkan karena alasan gak bawa duitpntk lah driverny,"['driver', 'kebanyakan', 'sok', 'nolak', 'orderan', 'terutama', 'drivel', 'mobil', 'kalo', 'antar', 'jemputnya', 'dekat', 'kalo', 'untuk', 'delivery', 'food', 'kalo', 'udah', 'mencapai', 'k', 'kebanyakan', 'mintak', 'batalkan', 'karena', 'alasan', 'gak', 'bawa', 'duitpntk', 'lah', 'driverny']"
parah tolong perbaiki aplikasinya saya sudah pesan dan naik dengan drivernya untuk menuju ke tujuan namun beberapa menit kemudian buka hp tiba tiba saya memesan driver lagi padahal saya ga memesan hal itu membuat cekcok terhadap penumpang dan driver,"['parah', 'tolong', 'perbaiki', 'aplikasinya', 'saya', 'sudah', 'pesan', 'dan', 'naik', 'dengan', 'drivernya', 'untuk', 'menuju', 'ke', 'tujuan', 'namun', 'beberapa', 'menit', 'kemudian', 'buka', 'hp', 'tiba', 'tiba', 'saya', 'memesan', 'driver', 'lagi', 'padahal', 'saya', 'ga', 'memesan', 'hal', 'itu', 'membuat', 'cekcok', 'terhadap', 'penumpang', 'dan', 'driver']"
tidak keluar peta nya ajig,"['tidak', 'keluar', 'peta', 'nya', 'ajig']"
tolong dong ongkir anter paket jgn cuma rp rb kaya gak punya hati terlalu menyepelekan buat driver,"['tolong', 'dong', 'ongkir', 'anter', 'paket', 'jgn', 'cuma', 'rp', 'rb', 'kaya', 'gak', 'punya', 'hati', 'terlalu', 'menyepelekan', 'buat', 'driver']"
driver car dibalikpapan kurang bagus pelayanannyasering bgt minta cancel tanpa alasan yang jelas,"['driver', 'car', 'dibalikpapan', 'kurang', 'bagus', 'pelayanannyasering', 'bgt', 'minta', 'cancel', 'tanpa', 'alasan', 'yang', 'jelas']"
pengalaman saya selama mengunakan maxim selama saya memesan belum pernah ketemu driver yang ramah dan jujur saya biasanya dapat driver yang kurang ramah dan selalu meminta tarif lebihkarena itu saya kasih bintang karena tidak memuaskan jambi tolong ditindak oknum yang seperti itu,"['pengalaman', 'saya', 'selama', 'mengunakan', 'maxim', 'selama', 'saya', 'memesan', 'belum', 'pernah', 'ketemu', 'driver', 'yang', 'ramah', 'dan', 'jujur', 'saya', 'biasanya', 'dapat', 'driver', 'yang', 'kurang', 'ramah', 'dan', 'selalu', 'meminta', 'tarif', 'lebihkarena', 'itu', 'saya', 'kasih', 'bintang', 'karena', 'tidak', 'memuaskan', 'jambi', 'tolong', 'ditindak', 'oknum', 'yang', 'seperti', 'itu']"
terlalu lambat,"['terlalu', 'lambat']"
kenapa ya klo pesan maxim padahal banyak yg dekat dari titik tpi kenapa selalu di kasih yg jauh,"['kenapa', 'ya', 'klo', 'pesan', 'maxim', 'padahal', 'banyak', 'yg', 'dekat', 'dari', 'titik', 'tpi', 'kenapa', 'selalu', 'di', 'kasih', 'yg', 'jauh']"
lokasi susah untuk ke titik sama selalu meleset,"['lokasi', 'susah', 'untuk', 'ke', 'titik', 'sama', 'selalu', 'meleset']"
driver akan segera tiba menit malah jadi menit babi yg jelas lah kalo atur waktu sesuai map ada keperluan mendesak malah ketipu tau,"['driver', 'akan', 'segera', 'tiba', 'menit', 'malah', 'jadi', 'menit', 'babi', 'yg', 'jelas', 'lah', 'kalo', 'atur', 'waktu', 'sesuai', 'map', 'ada', 'keperluan', 'mendesak', 'malah', 'ketipu', 'tau']"
scam cuyyy,"['scam', 'cuyyy']"
pada gak ngotak customer pagi pagi siang sore dan malam udah harga murah lo murahin rumah gedong elit tapi koret gaya elit ekonomi sulit lo brengsek mau murah naik odong odong aja,"['pada', 'gak', 'ngotak', 'customer', 'pagi', 'pagi', 'siang', 'sore', 'dan', 'malam', 'udah', 'harga', 'murah', 'lo', 'murahin', 'rumah', 'gedong', 'elit', 'tapi', 'koret', 'gaya', 'elit', 'ekonomi', 'sulit', 'lo', 'brengsek', 'mau', 'murah', 'naik', 'odong', 'odong', 'aja']"
kenapa ya maxim tu pengemudinya ada yg ngerti ada yg ga ngerti saya heran mreka ojek tp mreka gatau jalan pdahal udh sesuai maps saya harus nunjukin jalannlewat chat itu juga lama buanget dtgnya mnurut saya harusnya ada sesi pendaftaran dlu ke kantor pusat untuk yg mau jd driver maxim tu jd ga sembarang org stres ikut masuk masuk aja bahaya apalagi mesen yg buat baranggada yg mau ambil diambil sih tp luamaa bgt bisanya isi bensin dlu lah makan dlu lah maaf bgt bknya gabole tp mikir,"['kenapa', 'ya', 'maxim', 'tu', 'pengemudinya', 'ada', 'yg', 'ngerti', 'ada', 'yg', 'ga', 'ngerti', 'saya', 'heran', 'mreka', 'ojek', 'tp', 'mreka', 'gatau', 'jalan', 'pdahal', 'udh', 'sesuai', 'maps', 'saya', 'harus', 'nunjukin', 'jalannlewat', 'chat', 'itu', 'juga', 'lama', 'buanget', 'dtgnya', 'mnurut', 'saya', 'harusnya', 'ada', 'sesi', 'pendaftaran', 'dlu', 'ke', 'kantor', 'pusat', 'untuk', 'yg', 'mau', 'jd', 'driver', 'maxim', 'tu', 'jd', 'ga', 'sembarang', 'org', 'stres', 'ikut', 'masuk', 'masuk', 'aja', 'bahaya', 'apalagi', 'mesen', 'yg', 'buat', 'baranggada', 'yg', 'mau', 'ambil', 'diambil', 'sih', 'tp', 'luamaa', 'bgt', 'bisanya', 'isi', 'bensin', 'dlu', 'lah', 'makan', 'dlu', 'lah', 'maaf', 'bgt', 'bknya', 'gabole', 'tp', 'mikir']"
